Stops1,Stops2,Stops3,Stops4,Stops5,Stops6,Stops7,Stops8,Stops9,Stops10,Stops11,Stops12,Stops13,Stops14,Stops15,Stops16,Stops17,Stops18,Stops19,Stops20,Stops21,Stops22,Stops23,Stops24,Stops25,Stops26,Stops27,Stops28,Stops29,Stops30,Stops31,Stops32,Stops33,Stops34,Stops35,Stops36,Stops37,Stops38,Stops39,Stops40,Stops41,Stops42,Stops43,Stops44,Stops45,Stops46,Stops47,Stops48,Stops49,Stops50,Stops51,Stops52,Stops53,Stops54,Stops55,Stops56,Stops57,Stops58,Stops59,Stops60,Stops61,Stops62,Stops63,Stops64,Stops65,Stops66,Stops67,Stops68,Stops69,Stops70,Stops71,Stops72,Stops73,Stops74,Stops75,Stops76,Stops77,Stops78,Stops79,Stops80,Stops81,Stops82,Stops83,Stops84,Stops85,Stops86,Stops87,Stops88,Stops89,Stops90,Stops91,Stops92,Stops93,Stops94,Stops95,Stops96,Stops97,Stops98,Stops99,Stops100,Stops101,Stops102,Stops103,Stops104,Stops105,Stops106,Stops107,Stops108,Stops109,Stops110
"[14.6135162197085,121.0025056697085],","[14.61446379999997,120.9957848],","[14.6176327197085,121.0015090197085],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6098287197085,120.9919861197085],","[14.6080435197085,120.9913590197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6039105197085,120.9866904197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5942531697085,120.9808099197085],","[14.5826472,120.9750843],","[14.5885644197085,120.9793338197085],","[14.56526427427887,120.99383650480966],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085],","[14.56526427427887,120.99383650480966],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.540629527100497, 121.00028292235831],","[14.537813336577583, 121.00081427154508],","[14.5348332,120.9962356],","[14.5364846197085,120.9943804197085],","[14.53227629999997,120.9893366],","[14.5327096197085,120.9950899197085],","[14.5310457197085,120.9953748197085],",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.571795534168874, 120.98905583281751],","[14.573391497320547, 120.99085836246104],","[14.576289955369626, 120.98919492884255],","[14.579018887572301, 120.987450642887],","[14.580239390786701, 120.98604231945912],","[14.582118508972169, 120.98499744589758],","[14.584220800456306, 120.9837312923011],","[14.585879333509158, 120.9828496324879],","[14.586703184353995, 120.98240740479196],","[14.589796090572596, 120.98100265854522],","[14.59064132506457, 120.98072626623572],","[14.593046505800167, 120.98019983728094],","[14.595709403411988, 120.9802629281086],","[14.598997858868868, 120.98138207670597],","[14.601533195360496, 120.9817797468684],","[14.603348060457373, 120.9819647813442],","[14.60543071006423, 120.98209163801795],","[14.607510066467773, 120.98226552634888],","[14.611132176055222, 120.98254639923472],","[14.614057386243806, 120.98273051737327],","[14.616348893718557, 120.9828041981066],","[14.618441885741744, 120.98285482979749],","[14.620988290259755, 120.98288177645807],","[14.622385607826642, 120.9829685455804],","[14.623817471899265, 120.98503662230347],","[14.624131194688665, 120.98716672199207],","[14.623982335449288, 120.98928464066157],","[14.627513571798906, 120.99031178550912],","[14.629760253875283, 120.99108208862654],","[14.632037849596644, 120.99179926456718],","[14.634687527719784, 120.99270234878283],","[14.636345903181674, 120.99327312022336],","[14.637705888232173, 120.99612948208356],","[14.63796238279758, 120.99802916576253],","[14.638302105422254, 121.00060239600857],","[14.638619729241537, 121.00298022153933],","[14.638879655655268, 121.00485296751347],","[14.63923652269883, 121.00787575575148],","[14.639597375363811, 121.0101310348363],","[14.63982366802422, 121.01173212802469],","[14.63996895585138, 121.01328743406917],","[14.640176616708231, 121.01490280258352]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.579474,120.976877],","[14.5811111197085,120.9832436697085],","[14.5822017197085,120.9826399197085],","[14.5848864197085,120.9813092197085],","[14.56526427427887,120.99383650480966],","[14.5885644197085,120.9793338197085],","[14.56526427427887,120.99383650480966],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.61446379999997,120.9957848],","[14.6135162197085,121.0025056697085],","[14.6163908697085,121.0114945197085],","[14.6150057,121.0016124],","[14.617988318008132, 121.01309095123247],","[14.61867111970849,121.0162097697085],","[14.6229412197085,121.0415216197085],","[14.6199977697085,121.0206315697085],","[14.6210885197085,121.0240886197085],","[14.6216131197085,121.0267074197085],","[14.6228617197085,121.0291284197085],","[14.6229270197085,121.0337683197085],","[14.6150057,121.0016124],","[14.6233179197085,121.0387745197085],","[14.5533982697085,120.9954974697085],","[14.6150057,121.0016124],","[14.6150057,121.0016124],","[14.62067696970849,121.0514628197085],","[14.6216399197085,121.0517657197085],","[14.6226059197085,121.0541196197085],","[14.6226059197085,121.0541196197085],","[14.620757399968348, 121.04808406588893],","[14.6211680197085,121.0569689197085],","[14.62036736970849,121.0573151697085],","[14.6133812,121.0435435],","[14.6167099197085,121.0591248197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.594134869501737, 120.96851105008342],","[14.5826472,120.9750843],","[14.5826472,120.9750843],","[14.5826472,120.9750843],","[14.5885644197085,120.9793338197085],","[14.580272600706673, 120.98583108965893],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6080435197085,120.9913590197085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.6176327197085,121.0015090197085],","[14.6186966197085,121.0029872197085],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.628974150182339, 121.0138148310535],","[14.6298284697085,121.0156390697085],","[14.6331148697085,121.0208065197085],","[14.6313686197085,121.0173181197085],","[14.6319817197085,121.0177600197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6358846197085,121.0247182197085],","[14.6369443197085,121.0263873197085],","[14.6374668197085,121.0270640697085],","[14.6175311,120.9991032],","[14.6413347697085,121.0371913697085],","[14.6463905197085,121.0444846197085],","[14.6447704697085,121.0486810197085],","[14.6518205197085,121.0497605197085],","[14.6516384197085,121.0507218197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.579474,120.976877],","[14.5885644197085,120.9793338197085],","[14.580272600706673, 120.98583108965893],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6080435197085,120.9913590197085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.6176327197085,121.0015090197085],","[14.6186966197085,121.0029872197085],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6183497197085,121.0155018697085],","[14.6298284697085,121.0156390697085],","[14.6331148697085,121.0208065197085],","[14.6313686197085,121.0173181197085],","[14.6319817197085,121.0177600197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6358846197085,121.0247182197085],","[14.6369443197085,121.0263873197085],","[14.6374668197085,121.0270640697085],","[14.6175311,120.9991032],","[14.6413347697085,121.0371913697085],","[14.6413347697085,121.0371913697085],","[14.6327315697085,121.0370826197085],","[14.6413347697085,121.0371913697085],","[14.6463905197085,121.0444846197085],","[14.6447704697085,121.0486810197085],","[14.6518205197085,121.0497605197085],","[14.6516384197085,121.0507218197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6065238,120.9732917],","[14.6056667,120.9732917],","[14.6112383197085,120.9750810197085],","[14.6128793197085,120.9738859197085],","[14.6140714197085,120.9757448197085],","[14.6154027197085,120.9760572197085],","[14.618913577195265, 120.9776893336625],","[14.6168428197085,120.9786696197085],","[14.618913577195265, 120.9776893336625],","[14.618913577195265, 120.9776893336625],","[14.618913577195265, 120.9776893336625],","[14.62571187358384, 120.97903171217226],","[14.618913577195265, 120.9776893336625],","[14.629005204201142, 120.97939204840061],","[14.630493471986373, 120.97989835401249],","[14.6306241197085,120.9790730197085],","[14.6391751197085,120.9784507197085],","[14.6348973197085,120.9810326697085],","[14.5988986,120.9790281],","[14.640429,120.9841321697085],","[14.6458748197085,120.9762841],","[14.6476852,120.9761599],","[14.6500961197085,120.9868407197085],","[14.6528982697085,120.9818962],","[14.6438926,120.9870001197085],","[14.6530910697085,120.9826230197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5980915697085,120.9788431197085],","[14.5988986,120.9790281],","[14.5981755197085,120.9827680197085],","[14.5981755197085,120.9827680197085],","[14.5981755197085,120.9827680197085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.6130269197085,120.9809612697085],","[14.6110566697085,120.9812096197085],","[14.591818440510764, 120.98180515172461],","[14.591818440510764, 120.98180515172461],","[14.622785131171776, 120.98293066704295],","[14.624295288735123, 120.9829602953496],","[14.657253741715625, 120.98448800132203],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.6306241197085,120.9790730197085],","[14.6348973197085,120.9810326697085],","[14.6024545197085,120.9805437197085],","[14.5988986,120.9790281],","[14.640429,120.9841321697085],","[14.640429,120.9841321697085],","[14.6447255697085,120.9772355],","[14.6474444,120.9759807],","[14.6500961197085,120.9868407197085],","[14.6438926,120.9870001197085],","[14.6530910697085,120.9826230197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.6098287197085,120.9919861197085],","[14.6135330197085,120.9972356197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6183497197085,121.0155018697085],","[14.6298284697085,121.0156390697085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6390698197085,121.0149912197085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6439388697085,121.0160920697085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6543283,121.0150378],","[14.6556372197085,121.0195966197085],","[14.656228358261776, 121.01979255418354],","[14.59042729999998,120.9893231]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6225224197085,120.9877771197085],","[14.6238367197085,120.9860963197085],","[14.6225224197085,120.9877771197085],","[14.6190365,120.9877170697085],","[14.61911029816069, 120.98899395571011],","[14.5996872,120.9850394],","[14.6109975,120.9861981],","[14.611503085949078, 120.98808794260229],","[14.6045196,120.9847642],","[14.6045196,120.9847642],","[14.6058021197085,120.9845897197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5942531697085,120.9808099197085],","[14.5826472,120.9750843],","[14.5885644197085,120.9793338197085],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085],","[14.56526427427887,120.99383650480966],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5360574197085,120.9993551197085],","[14.53227629999997,120.9967238]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.598475981068535, 120.98639577075767],","[14.6058021197085,120.9845897197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5942531697085,120.9808099197085],","[14.5885644197085,120.9793338197085],","[14.56526427427887,120.99383650480966],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085],","[14.56526427427887,120.99383650480966],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5528582197085,120.9958418197085],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.56526427427887,120.99383650480966],","[14.5348332,120.9962356],","[14.5364846197085,120.9943804197085],","[14.5364846197085,120.9943804197085],","[14.53227629999997,120.9893366],","[14.5327096197085,120.9950899197085],","[14.5310457197085,120.9953748197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6294804697085,120.9659331697085],","[14.63617601970849,120.9582381],","[14.6257597197085,120.9645269197085],","[14.63619799999997,120.9577281],","[14.63619799999997,120.9577281],","[14.6216189697085,120.9710687197085],","[14.5958568,120.9675551],","[14.6163035197085,120.9684214697085],","[14.6163035197085,120.9684214697085],","[14.6131051197085,120.9681852697085],","[14.607469,120.9661209],","[14.6090712197085,120.9659315197085],","[14.6072539697085,120.9662087697085],","[14.6061762697085,120.9657851197085],","[14.607125037919847, 120.96883104230335],",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6216399197085,121.0517657197085],","[14.6150057,121.0016124],","[14.6150057,121.0016124],","[14.6230869197085,121.0412255197085],","[14.6233179197085,121.0387745197085],","[14.6150057,121.0016124],","[14.6229270197085,121.0337683197085],","[14.6228617197085,121.0291284197085],","[14.6216131197085,121.0267074197085],","[14.6210885197085,121.0240886197085],","[14.6199977697085,121.0206315697085],","[14.6229412197085,121.0415216197085],","[14.61867111970849,121.0162097697085],","[14.618955111857051, 121.01499329808965],","[14.6150057,121.0016124],","[14.6163908697085,121.0114945197085],","[14.6135162197085,121.0025056697085],","[14.61446379999997,120.9957848],","[14.6176327197085,121.0015090197085],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6098287197085,120.9919861197085],","[14.6080435197085,120.9913590197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6039105197085,120.9866904197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5942531697085,120.9808099197085],","[14.5826472,120.9750843],","[14.5885644197085,120.9793338197085],","[14.580272600706673, 120.98583108965893],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085],","[14.580272600706673, 120.98583108965893],","[14.5785440197085,120.9846982197085],","[14.57992786357945, 120.98610843802997],","[14.580272600706673, 120.98583108965893],","[14.62160236946555, 121.04951035372895],",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.608249629826762, 120.96729767474658],","[14.609863685664347, 120.96912666918404],","[14.612014296709056, 120.96956748722529],","[14.615489088546152, 120.97022183450468],","[14.617499850538186, 120.97066015968724],","[14.620473631548895, 120.9717067708183],","[14.622242245253073, 120.97190441115058],","[14.623125391692254, 120.97011930487353],","[14.624333512867357, 120.96771134462583],","[14.627199719323063, 120.96583915312826],","[14.629776282192053, 120.96469223446599],","[14.63212187025618, 120.96362077678788],","[14.635359271701084, 120.96210659268327],","[14.637462219629294, 120.96000272142135],","[14.643059475528943, 120.95485844919587],","[14.645843427446657, 120.95340707381395],","[14.654347746148412, 120.96385668415753]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6208307,120.9927227],","[14.6180296197085,120.9954151197085],","[14.6130384697085,120.9964601197085],","[14.6146363197085,120.9916820197085],","[14.6093281197085,120.9858335197085],","[14.6071326697085,120.9855573197085],","[14.606204,120.9860189],","[14.59720885605638, 120.98647682552398]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6087639197085,120.9651623197085],","[14.6083322697085,120.9607424],","[14.6083736197085,120.9615864197085],","[14.6083322697085,120.9607424],","[14.6080746197085,120.9596274197085],","[14.60449269444125, 120.96137312569569],","[14.60449269444125, 120.96137312569569],","[14.5963644,120.9639695],","[14.6008246697085,120.9612959697085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5590401,120.9869151],","[14.5592245697085,120.9890266197085],","[14.5618724197085,120.9902922197085],","[14.5635902197085,120.9848596197085],","[14.570733238211494, 120.9844602532694],","[14.564918761973287, 120.9861416531221],","[14.564918761973287, 120.9861416531221],","[14.570733238211494, 120.9844602532694],","[14.564918761973287, 120.9861416531221],","[14.5747609197085,120.9805570197085],","[14.5786881697085,120.9792153697085],","[14.5804762,120.9782401],","[14.579474,120.976877],","[14.5694926,120.9851227],","[14.5841114697085,120.9773827697085],","[14.5826472,120.9750843],","[14.5885644197085,120.9793338197085],","[14.580272600706673, 120.98583108965893],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.60525949999997,120.9880394],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.6176327197085,121.0015090197085],","[14.6186966197085,121.0029872197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.628974150182339, 121.0138148310535],","[14.6298284697085,121.0156390697085],","[14.6331148697085,121.0208065197085],","[14.6319817197085,121.0177600197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6319817197085,121.0177600197085],","[14.6313686197085,121.0173181197085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6390698197085,121.0149912197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.722164598793444, 120.95928318665985],","[14.722149137689595, 120.95920886217904],","[14.70761069999998,120.9571295],","[14.717451049562225, 120.95720070038858],","[14.7137340197085,120.9564927697085],","[14.7078614197085,120.9585038197085],","[14.69553399999997,120.9591859],","[14.7076834197085,120.9586332697085],","[14.7013341697085,120.9591313197085],","[14.7013062697085,120.9630001197085],","[14.679053800254922, 120.98260359602094],","[14.6972014197085,120.9606652197085],","[14.69553399999997,120.9591859],","[14.69142969999997,120.9629079],","[14.69142969999997,120.9629079],","[14.6906278197085,120.9646162697085],","[14.6915201197085,120.9647879197085],","[14.7030429697085,120.9597091697085],","[14.690186809428138, 120.9749600997426],","[14.6953397197085,120.9724239197085],","[14.6863445197085,120.9738728197085],","[14.6838480697085,120.9756561197085],","[14.6847886197085,120.9747939197085],","[14.6823104197085,120.9762477697085],","[14.68015846970849,120.9774117197085],","[14.6764370697085,120.9789091197085],","[14.6738770197085,120.9799227197085],","[14.6711859697085,120.9809847697085],","[14.6682560197085,120.9810627697085],","[14.667633359395753, 120.98232662749828],","[14.6651303,120.9840472],","[14.66008849999997,120.9803191],","[14.6603767197085,120.9827274197085],","[14.6589263197085,120.9825964197085],","[14.6574006197085,120.9840755197085],","[14.6561518197085,120.9823798197085],","[14.6555964197085,120.9820264697085],","[14.6555964197085,120.9820264697085],","[14.6555964197085,120.9820264697085],","[14.6540105697085,120.9827496697085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.6474444,120.9759807],","[14.6458748197085,120.9762841],","[14.5988986,120.9790281],","[14.6475172697085,120.9847030197085],","[14.6432136197085,120.9814688197085],","[14.6430042197085,120.9829772197085],","[14.6403005197085,120.978311],","[14.6208596197085,120.9814442697085],","[14.5988986,120.9790281],","[14.6024545197085,120.9805437197085],","[14.6348973197085,120.9810326697085],","[14.6391751197085,120.9784507197085],","[14.6306241197085,120.9790730197085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.657253741715625, 120.98448800132203],","[14.624277609154817, 120.98293933283755],","[14.62259826739451, 120.9828931161176],","[14.605433718123601, 120.98204759913112],","[14.591818440510764, 120.98180515172461],","[14.5980915697085,120.9788431197085],","[14.5939695697085,120.9776314197085],","[14.5923546197085,120.9728086197085],","[14.5909161197085,120.9711534197085],","[14.59411932907446, 120.9685380710182],","[14.59411932907446, 120.9685380710182],","[14.59411932907446, 120.9685380710182],","[14.59411932907446, 120.9685380710182],",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.720129204185316, 120.95809878556118],","[14.7193015914662, 120.9576691472328],","[14.718304924520172, 120.9570687678785],","[14.717608893160575, 120.95714037426467],","[14.717014653268055, 120.9573479557518],","[14.715313701928677, 120.95789183191033],","[14.709405622294025, 120.95982293144665],","[14.708160318461308, 120.96018968120121],","[14.704116304676038, 120.96147117492026],","[14.703316065048218, 120.96173554831299],","[14.702304103880342, 120.96207016423448],","[14.700572799312042, 120.9626012599654],","[14.697872316158149, 120.96350423616268],","[14.697125107851459, 120.96371636476944],","[14.695199965665317, 120.9642024727199],","[14.692979768808168, 120.96406516622713],","[14.692462883914736, 120.96463637694194],","[14.692585921271244, 120.96553177561853],","[14.69241400769995, 120.97014363089085],","[14.6910409424179, 120.9731777696623],","[14.690141519552181, 120.97388024951987],","[14.688491218004621, 120.97477648627621],","[14.68761971204462, 120.97529547933628],","[14.686077196639383, 120.97622755551977],","[14.685199380844617, 120.97665381076284],","[14.683591701046632, 120.97755636924224],","[14.68083161734422, 120.97896314563505],","[14.679480433120577, 120.97955879979858],","[14.676141792037425, 120.98083509569193],","[14.673112369955728, 120.98200996148024],","[14.669739571925067, 120.98201835603146],","[14.667865243918632, 120.982229590297],","[14.665287259289128, 120.9842252095605],","[14.662909324373379, 120.98415508842001],","[14.661552536391332, 120.98405625617445],","[14.659946720696777, 120.98399546152616],","[14.65883521449474, 120.9839618158495],","[14.657947829075956, 120.98394469904335],","[14.657272781039724, 120.9836436123834],","[14.656875149035159, 120.983700962219],","[14.656355857355212, 120.98388261705671],","[14.655446770165337, 120.9838456378064],","[14.654138229830437, 120.98378829542216],","[14.65123262047672, 120.98375027556982],","[14.649091619907981, 120.98371015280875],","[14.647591713518802, 120.98363264745007],","[14.646432216934736, 120.98357487676502],","[14.645549923435414, 120.98352146537266],","[14.644722248937665, 120.98349279045358],","[14.643973177697847, 120.98347845299426],","[14.64205082624075, 120.98343557358312],","[14.640958638284047, 120.98338176704848],","[14.639904371052397, 120.98332919636353],","[14.637753026313696, 120.98302090563153],","[14.635900271550176, 120.98214657998163],","[14.634115465184395, 120.98135174961809],","[14.632811584092853, 120.98073343514204],","[14.63093495614481, 120.98002831591934],","[14.629248048363092, 120.97947641979853],","[14.627489339752106, 120.97882622538219],","[14.625949246351853, 120.97847973101337],","[14.625657916249342, 120.97955504045854],","[14.624534257255956, 120.9808571149647],","[14.62199580596844, 120.98191318478881],","[14.620533911101697, 120.98187682981613],","[14.61938515327077, 120.98201458662307],","[14.618145959196706, 120.9847652742207],","[14.615149454492421, 120.98463215078898],","[14.614044183770114, 120.98453414901628],","[14.612773591365182, 120.98444569614192],","[14.612162041645732, 120.98439050372207],","[14.61102120560688, 120.98429061615248],","[14.609324618719784, 120.98416192181564],","[14.608466914483028, 120.98411240521341],","[14.607752382202165, 120.98405240920292],","[14.607021562128178, 120.98576615232153],","[14.603520308624788, 120.98408205994197],","[14.603700171454829, 120.98286064428213]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
